feedback_id,respondent_id,question_num,student_feedback,ai_label
q3_f289,289,3,Very hands on,satisfaction
q4_f289,289,4,"Overall, I am very satisfied with the course and the instructor's teaching. The lessons are well-structured, engaging, and can be applied and used for future purposes. I appreciate the effort put into making the topics relatable and practical. Keep up the excellent work, [PROFESSOR]!",satisfaction
q1_f290,290,1,"Nothing, the course is perfect for student to understand Social issues and professional practice",satisfaction
q2_f290,290,2,Interaction with students and freedom to choose what is able to do,satisfaction
q3_f290,290,3,None it was good,satisfaction
q4_f290,290,4,thats all,satisfaction
q1_f291,291,1,"Nothing, [PROFESSOR] is already perfect",satisfaction
q2_f291,291,2,The way she was teaching which helps the students to listen and observe the contents of the topics well,satisfaction
q3_f291,291,3,"none, she's good",satisfaction
q4_f291,291,4,Keep up the good work sir!!,satisfaction
q1_f292,292,1,"None, the instructor taught us well.",satisfaction
q2_f292,292,2,The instructor allows us to explore on our own,satisfaction
q3_f292,292,3,Discusses things quite well and clear yet fast at the same time.,satisfaction
q4_f292,292,4,"I truly appreciate the effort and dedication of Sir Rham. However, I feel the learning experience could be better if more time was devoted to explaining complex topics in greater depth and not try to water it down by speeding through the process and missing a lot of important concepts along the way. This would help ensure that all key concepts are thoroughly covered, as the course content itself is already challenging and demands considerable effort on our part to grasp. The instructor's patience and detailed guidance during these discussions would be greatly valued.

Additionally, we would also appreciate timely announcements when unable to attend class, as it helps us stay productive with our time. On that note, establishing clear, concise communication would be great. Hopefully, future projects will have better-structured project guidelines, it would significantly contribute to a smoother learning experience.

I appreciate [PROFESSOR] capabilities and thankful for the continued efforts, I hope this feedback helps foster an even more effective teaching and learning environment.",satisfaction
q1_f293,293,1,The course is good,satisfaction
q2_f293,293,2,Approachable,satisfaction
q3_f293,293,3,"Nothing, the standard is met and exceeded.",satisfaction
q4_f293,293,4,"None, very goods",satisfaction
q1_f294,294,1,N/A - I find the course to be well-designed and effective as it is. No changes are necessary.,satisfaction
q2_f294,294,2,Hands on activity,satisfaction
q3_f294,294,3,Nothing cause i like it all,satisfaction
q4_f294,294,4,Thank you,satisfaction
q1_f295,295,1,"I am satisfied with [PROFESSOR], teachings and i am happy with it.",satisfaction
q2_f295,295,2,Giving us some activities related to what he is teaching,satisfaction
q3_f295,295,3,"Honestly, I can’t really find anything to dislike—it all worked well for me.",satisfaction
q4_f295,295,4,That's itt,satisfaction
q1_f296,296,1,"the course itself is perfect for myself since i am still learning, for me if i have to improve something it would be myself to participate in the course",satisfaction
q2_f296,296,2,Approachable,satisfaction
q3_f296,296,3,"If I had to say something, maybe the lessons ended too quickly because I enjoyed them.",satisfaction
q4_f296,296,4,"Nothing, it was all perfect.",satisfaction
q1_f297,297,1,"None, I feel very satisfied with this course.",satisfaction
q2_f297,297,2,Questions before going to the next topic,satisfaction
q3_f297,297,3,Nothing comes to mind; everything felt balanced and effective.,satisfaction
q4_f297,297,4,[PROFESSOR] teach is an excellent prof..since I was first year and she was our prof for HCI 1 and 2...I can say that she was an excellent prof...,satisfaction
q1_f298,298,1,"None, everything is in line, fine.",satisfaction
q2_f298,298,2,Approachable,satisfaction
q3_f298,298,3,The only downside was that I always wanted more time to learn from him.,satisfaction
q4_f298,298,4,"The teaching method is good, and the class schedule is always followed by the teacher which lessens the possibility of having miscommunication on whether to meet for a class or not.",satisfaction
q1_f299,299,1,No changes at all...the way Prof. Aida teaches is excellent,satisfaction
q2_f299,299,2,interactive classes during laboratories,satisfaction
q3_f299,299,3,It’s hard to think of a “least” because everything was clear and helpful.,satisfaction
q4_f299,299,4,best instructor CCS has to offer for his very simplified way of teaching,satisfaction
q1_f300,300,1,"I enjoyed attending this course. Therefore, there are no changes for me to recommend.",satisfaction
q2_f300,300,2,"Approachable, chill and good teaching",satisfaction
q3_f300,300,3,Perhaps the only issue is that class went by too fast.,satisfaction
q4_f300,300,4,simple and straightforward instructor,satisfaction
q1_f301,301,1,no changes,satisfaction
q2_f301,301,2,Interactive teaching.,satisfaction
q3_f301,301,3,I didn’t really dislike anything—it was all handled very well.,satisfaction
q4_f301,301,4,chill and professional instructor,satisfaction
q1_f302,302,1,"Nothing, [PROFESSOR] would do everything for us to catch up.",satisfaction
q2_f302,302,2,Very professional,satisfaction
q3_f302,302,3,Nothing stands out negatively; teaching style was excellent.,satisfaction
q4_f302,302,4,None perfect the way he is,satisfaction
q1_f303,303,1,"Nothing, it's ok.",satisfaction
q2_f303,303,2,Hands on activities,satisfaction
q3_f303,303,3,"If I had to choose, maybe the lectures were so engaging that breaks felt too short.",satisfaction
q4_f303,303,4,The instructor went his way to provide as a great learning experience compared to other instructors. I appreciate the effort.,satisfaction
q1_f304,304,1,Good course,satisfaction
q2_f304,304,2,Being calm and attentive.,satisfaction
q3_f304,304,3,No complaints—the teaching exceeded expectations.,satisfaction
q4_f304,304,4,"Keep it up, [PROFESSOR]!",satisfaction
q1_f305,305,1,Nothing. All Perfect,satisfaction
q2_f305,305,2,approachable,satisfaction
q3_f305,305,3,"Honestly, nothing at all—I appreciated the way everything was taught.",satisfaction
q4_f305,305,4,Very creative in teaching,satisfaction
q1_f306,306,1,"None, because our teacher teaches us in a very nice way",satisfaction
q2_f306,306,2,Gives proper instructions and guide students on their projects or assignment and listens to students concerns,satisfaction
q3_f306,306,3,Sometimes I wished the discussions would continue longer.,satisfaction
q4_f306,306,4,Hope we have a fun and enjoyable 2nd semester!,satisfaction
q1_f307,307,1,It's quite good as it is,satisfaction
q2_f307,307,2,cant really say I have one,satisfaction
q3_f307,307,3,"There isn’t really a “least liked” part, since I liked the approach overall.",satisfaction
q4_f307,307,4,Hope we have another fun and interactive class this 2nd sem sir!,satisfaction
q1_f308,308,1,The course is good already,satisfaction
q2_f308,308,2,Engaging,satisfaction
q3_f308,308,3,"Nothing I can think of, it was a very positive experience.",satisfaction
q4_f308,308,4,Keep up the good work,satisfaction
q1_f309,309,1,There's nothing to improve since the course is great,satisfaction
q2_f309,309,2,"We practice making,solving and how to implement an entity and attributes.",satisfaction
q3_f309,309,3,I suppose the only “downside” is that I didn’t want the course to end.,satisfaction
q4_f309,309,4,Thank you,satisfaction
q1_f310,310,1,Overall the course is good,satisfaction
q2_f310,310,2,confident,satisfaction
q3_f310,310,3,No negatives here—the clarity was consistent throughout.,satisfaction
q4_f310,310,4,Keep up the good work sir,satisfaction
q1_f311,311,1,"For me, there's is no changes needed because it is [PROFESSOR] that makes the students improved more.",satisfaction
q2_f311,311,2,engaging,satisfaction
q3_f311,311,3,"It’s difficult to say, because all aspects were handled well.",satisfaction
q4_f311,311,4,Good.,satisfaction
q1_f312,312,1,None. Satisfied,satisfaction
q2_f312,312,2,Helped me to gain more knowledge in terms of technoprenuer,satisfaction
q3_f312,312,3,"If anything, the sessions felt too short because I was interested.",satisfaction
q4_f312,312,4,Stay chill sir,satisfaction
q1_f313,313,1,"tbh, there's nothing he's just good at teaching",satisfaction
q2_f313,313,2,Style of teaching,satisfaction
q3_f313,313,3,"Nothing really stood out as least liked, everything was fine.",satisfaction
q4_f313,313,4,The startup mentoring is very good experience for us,satisfaction
q1_f314,314,1,"None [PROFESSOR] is the best at teaching this subjert, he teaches and demonstrate the subject very well",satisfaction
q2_f314,314,2,"I like how ma'am is very chill, strict, and organized all the time.",satisfaction
q3_f314,314,3,The only thing is that sometimes I wanted more examples because they were so helpful.,satisfaction
q4_f314,314,4,Good overall,satisfaction
q1_f315,315,1,None the teacher did their job as intended.,satisfaction
q2_f315,315,2,Friendly and approachable,satisfaction
q3_f315,315,3,I honestly can’t think of a weak point in the teaching.,satisfaction
q4_f315,315,4,He is the goat,satisfaction
q1_f316,316,1,"nothing, he does good in explaining",satisfaction
q2_f316,316,2,Teaching style,satisfaction
q3_f316,316,3,Nothing major—everything was organized and clear.,satisfaction
q4_f316,316,4,"All in all, I love the lessons",satisfaction
q1_f317,317,1,its good as it is for now,satisfaction
q2_f317,317,2,The demonstration,satisfaction
q3_f317,317,3,"If I had to choose, maybe I just wanted more practice time.",satisfaction
q4_f317,317,4,Thanks for giving me the best and easiest time during this lec.,satisfaction
q1_f318,318,1,nothing its good as of now,satisfaction
q2_f318,318,2,"The way of his style of teaching, make students feel comfortable with the subject",satisfaction
q3_f318,318,3,There isn’t anything I’d point out as least liked.,satisfaction
q4_f318,318,4,im satisfied,satisfaction
q1_f319,319,1,none it's perfect,satisfaction
q2_f319,319,2,She teaches topics very briefly,satisfaction
q3_f319,319,3,Everything was explained well—I can’t say anything bad.,satisfaction
q4_f319,319,4,Napakagaling ni [PROFESSOR]!,satisfaction
q1_f320,320,1,No I think the current one is already best to improve this course,satisfaction
q2_f320,320,2,He gives enough information about the topics,satisfaction
q3_f320,320,3,Perhaps the pace was too smooth; I never felt challenged in a negative way.,satisfaction
q4_f320,320,4,The instructor's ability to breakdown difficult topics into simple examples was invaluable.,satisfaction
q1_f321,321,1,Nothing much to improve since it provides students necessary knowledge about the course.,satisfaction
q2_f321,321,2,He makes the lessons very clear,satisfaction
q3_f321,321,3,I didn’t find any part of the teaching style unhelpful.,satisfaction
q4_f321,321,4,"Keep up the good teaching practice, sir.",satisfaction
q1_f322,322,1,Nothing at all keep up the good work,satisfaction
q2_f322,322,2,"Giving students the ability to learn new things, especially the group presentation and their own programming assigned language.",satisfaction
q3_f322,322,3,The only downside was how quickly time passed during class.,satisfaction
q4_f322,322,4,All good! I enjoyed learning with Sir [PROFESSOR]!,satisfaction
q1_f323,323,1,Nothing I'm satisfied,satisfaction
q2_f323,323,2,Making a case analysis,satisfaction
q3_f323,323,3,I can’t complain—the instructor’s methods worked perfectly.,satisfaction
q4_f323,323,4,All good!,satisfaction
q1_f324,324,1,"none, the teaching methods are great and very clear. pogi mo sir",satisfaction
q2_f324,324,2,The way of teaching,satisfaction
q3_f324,324,3,Nothing at all—it was all very effective.,satisfaction
q4_f324,324,4,All good!,satisfaction
q1_f325,325,1,"none, the teaching method is exquisite and very formal and accommodating to the students learning abilities",satisfaction
q2_f325,325,2,gives their ppt after classes,satisfaction
q3_f325,325,3,Maybe the only challenge was that I wanted more in-depth discussions.,satisfaction
q4_f325,325,4,All good!,satisfaction
q1_f326,326,1,"nothing, overall great teaching",satisfaction
q2_f326,326,2,Good teacher,satisfaction
q3_f326,326,3,"Honestly, I don’t think there’s a least liked part.",satisfaction
q4_f326,326,4,All good!,satisfaction
q1_f327,327,1,Nothing it's great,satisfaction
q2_f327,327,2,her way of teaching,satisfaction
q3_f327,327,3,"Everything was consistent, so I don’t have a negative point.",satisfaction
q4_f327,327,4,All good!,satisfaction
q1_f328,328,1,None it's good the way it is,satisfaction
q2_f328,328,2,Delivery of lessons,satisfaction
q3_f328,328,3,"If I had to mention something, maybe I wished for even more interaction.",satisfaction
q4_f328,328,4,Overall [PROFESSOR] is a great instructor,satisfaction
q1_f329,329,1,None it was good,satisfaction
q2_f329,329,2,professional on teaching and give best explanation,satisfaction
q3_f329,329,3,There wasn’t really anything I disliked.,satisfaction
q4_f329,329,4,Good job,satisfaction
q1_f330,330,1,None it was a good class,satisfaction
q2_f330,330,2,The teaching style,satisfaction
q3_f330,330,3,The lessons were so smooth that I can’t think of a flaw.,satisfaction
q4_f330,330,4,Sir you did a great job to deliver the hardest subject that I encounter in my whole life of being a student.,satisfaction
q1_f331,331,1,NONE THIS PERFECT,satisfaction
q2_f331,331,2,Giving meaningful and informative handouts,satisfaction
q3_f331,331,3,Nothing really—everything was easy to follow.,satisfaction
q4_f331,331,4,Overall sir [PROFESSOR] is a great instructor,satisfaction
q1_f332,332,1,Everything good and great,satisfaction
q2_f332,332,2,The mastery he displays in his craft,satisfaction
q3_f332,332,3,The only thing is that sometimes I wished the topics went deeper.,satisfaction
q4_f332,332,4,"he is always attentive and supportive, making sure students understand the lessons thoroughly. His dedication to teaching and consistency in attending classes are truly commendable. We appreciate his efforts and patience in helping us succeed.""",satisfaction
q1_f333,333,1,There is nothing I would recommend to improve regarding this course. The professor delivered the material with clarity and effectiveness and I gained a lot of knowledge both from his instruction and the course.,satisfaction
q2_f333,333,2,Giving the materials itself.,satisfaction
q3_f333,333,3,No complaints—the teaching was thorough.,satisfaction
q4_f333,333,4,Nice,satisfaction
q1_f334,334,1,None. All is perfect.,satisfaction
q2_f334,334,2,about the codings,satisfaction
q3_f334,334,3,"Honestly, there was nothing I disliked at all.",satisfaction
q4_f334,334,4,keep it up,satisfaction
q1_f335,335,1,Nothing much (all is well),satisfaction
q2_f335,335,2,given examples,satisfaction
q3_f335,335,3,Maybe the only issue is that I wanted more challenges.,satisfaction
q4_f335,335,4,All goods,satisfaction
q1_f336,336,1,"Nothing, really. Sir Ceed is already doing great! (Goated Master)",satisfaction
q2_f336,336,2,The classes were on time and some were dismissed like 30 minutes early.,satisfaction
q3_f336,336,3,There isn’t anything bad to say about the teaching.,satisfaction
q4_f336,336,4,All goods,satisfaction
q1_f337,337,1,"Nothing, because she teaches very well",satisfaction
q2_f337,337,2,Additional information and lab activities.,satisfaction
q3_f337,337,3,The only thing was I wanted more sessions with the same instructor.,satisfaction
q4_f337,337,4,All goods,satisfaction
q1_f338,338,1,Everything is good,satisfaction
q2_f338,338,2,Activities and Grace Periods,satisfaction
q3_f338,338,3,I can’t think of anything least liked—it was excellent.,satisfaction
q4_f338,338,4,i was able to understand the discussions in this subject because the way of her teaching,satisfaction
q1_f339,339,1,Nothing much this is the best,satisfaction
q2_f339,339,2,Straight to the point.,satisfaction
q3_f339,339,3,"If I had to choose, maybe the lectures ended too quickly.",satisfaction
q4_f339,339,4,Always all ears for students and considerate at most time,satisfaction
q1_f340,340,1,I think the course is already good as it is,satisfaction
q2_f340,340,2,Her teaching is good,satisfaction
q3_f340,340,3,Nothing—it was a positive learning environment all throughout.,satisfaction
q4_f340,340,4,Sir is one of the best profs I know in our department and is doing his job excellently,satisfaction
q1_f341,341,1,"Since the course is already a positive experience, it would be nice to maintain it as is",satisfaction
q2_f341,341,2,Lahat,satisfaction
q3_f341,341,3,"I enjoyed everything, so I don’t really have a least liked part.",satisfaction
q4_f341,341,4,keep up the good work sir! thank you.,satisfaction
q1_f342,342,1,None the subject was perfect as it is.,satisfaction
q2_f342,342,2,Their professionalism and skills,satisfaction
q3_f342,342,3,Nothing bothered me about the way the instructor taught.,satisfaction
q4_f342,342,4,The GOAT,satisfaction
q1_f343,343,1,"Nothing, all is well.",satisfaction
q2_f343,343,2,Detailed,satisfaction
q3_f343,343,3,"The teaching was solid, I have no negatives.",satisfaction
q4_f343,343,4,Extend the tour like more company,satisfaction
q1_f344,344,1,Intructor is already good no need for improvements,satisfaction
q2_f344,344,2,straight to the point,satisfaction
q3_f344,344,3,I suppose the only thing is that I wished we had more activities.,satisfaction
q4_f344,344,4,"Overall, the experience while in the class was  worth it",satisfaction
q1_f345,345,1,none because our teacher teaches very well,satisfaction
q2_f345,345,2,He is so responsible,satisfaction
q3_f345,345,3,Everything worked for me—nothing stands out as least liked.,satisfaction
q4_f345,345,4,"The course itself is a great experience for students, and the instructor does his best to provide knowledge to students.",satisfaction
q1_f346,346,1,"none, [PROFESSOR] is very well in this sub",satisfaction
q2_f346,346,2,attitude,satisfaction
q3_f346,346,3,There isn’t anything I could complain about.,satisfaction
q4_f346,346,4,None all good,satisfaction
q1_f347,347,1,Wala. perfect,satisfaction
q2_f347,347,2,Deep and wide range of topics,satisfaction
q3_f347,347,3,Nothing—it was all clear and enjoyable.,satisfaction
q4_f347,347,4,nope overall is 10/10,satisfaction
q1_f348,348,1,none everything is great and fine,satisfaction
q2_f348,348,2,Teaching style,satisfaction
q3_f348,348,3,Maybe the only thing is that I always wanted more examples.,satisfaction
q4_f348,348,4,No comment goated prof,satisfaction
q1_f349,349,1,None since its already okay,satisfaction
q3_f349,349,3,Nothing in particular—I liked the teaching style.,satisfaction
q4_f349,349,4,The class still held value at the of the day and still taught me the fundamentals of web development.,satisfaction
q1_f350,350,1,Nothing so far everything was handled perfectly,satisfaction
q2_f350,350,2,Clear,satisfaction
q3_f350,350,3,The only “problem” is that the class ended too soon.,satisfaction
q4_f350,350,4,It was a good enough class with a lot of learning moments.,satisfaction
q1_f351,351,1,"None, the teaching method is quite effective.",satisfaction
q2_f351,351,2,Very Good Teaching,satisfaction
q3_f351,351,3,Everything was great; nothing negative comes to mind.,satisfaction
q4_f351,351,4,best teacher,satisfaction
q1_f352,352,1,Nothing. All perfect,satisfaction
q2_f352,352,2,Very Clear and Loud,satisfaction
q3_f352,352,3,I can’t find a least liked part—it was all handled well.,satisfaction
q4_f352,352,4,good teacher!,satisfaction
q1_f353,353,1,"i don't have any recommendation to improve this course, because i have a good experience in this course.",satisfaction
q2_f353,353,2,Nice,satisfaction
q3_f353,353,3,Perhaps the only thing is that I wanted more time to learn.,satisfaction
q4_f353,353,4,good,satisfaction
q1_f354,354,1,"None, because [PROFESSORS] teaching is already great.",satisfaction
q2_f354,354,2,Very nice 👍,satisfaction
q3_f354,354,3,Nothing to dislike—it was effective throughout.,satisfaction
q4_f354,354,4,The instructor made me realize the importance of being careful and managing our behavior.,satisfaction
q1_f355,355,1,Nothing since the course was able to teach the important topics well.,satisfaction
q2_f355,355,2,Clear,satisfaction
q3_f355,355,3,I really can’t point out a least liked aspect.,satisfaction
q4_f355,355,4,One of the best,satisfaction
q1_f356,356,1,"Nothing much. As it is already good as it is and every lesson can be easily learned, provided you do your part.",satisfaction
q2_f356,356,2,His teaching style.,satisfaction
q3_f356,356,3,Everything was taught so well that I can’t complain.,satisfaction
q4_f356,356,4,One of the best,satisfaction
q1_f357,357,1,None because its very easy to Learn,satisfaction
q2_f357,357,2,His teaching style also,satisfaction
q3_f357,357,3,"If anything, I just wished we had more class meetings.",satisfaction
q4_f357,357,4,"but overall, they were always there to support and guide us in devwloping our system projects.",satisfaction
q1_f358,358,1,None. Everything seems to be fine,satisfaction
q2_f358,358,2,His teaching also,satisfaction
q3_f358,358,3,"Nothing at all, the teaching style suited me perfectly.",satisfaction
q4_f358,358,4,"Nothing much, he is doing his part very well throughout the whole semester",satisfaction
q1_f359,359,1,Its good,satisfaction
q2_f359,359,2,He's way of teaching students,satisfaction
q3_f359,359,3,I don’t think there’s anything least liked.,satisfaction
q4_f359,359,4,"just keep it the way it is, or keep further improvements",satisfaction
q1_f360,360,1,[PROFESSOR] instructions in every activities were so far easy to follow and very beginners-friendly to most of us freshmen.,satisfaction
q2_f360,360,2,Her teaching skills,satisfaction
q3_f360,360,3,Everything felt right; I have no criticisms.,satisfaction
q4_f360,360,4,"He meets the teaching material requirements by providing individual quizzes and activities, whether through hands-on coding or written handouts during every discussion. He also assigns projects that help reinforce what we’ve learned.",satisfaction
q1_f361,361,1,"they we're approachable, supportive, and respective throughout the entire thesis process.",satisfaction
q2_f361,361,2,Hmmm his teaching also,satisfaction
q3_f361,361,3,Nothing—it was a smooth and enjoyable class.,satisfaction
q4_f361,361,4,The course was a valuable experience that helped me understand the subject better.,satisfaction
q1_f362,362,1,its good no changes needed,satisfaction
q2_f362,362,2,Some of the lesson he teach,satisfaction
q3_f362,362,3,"Maybe I just wanted more advanced topics, but that’s not a bad thing.",satisfaction
q4_f362,362,4,the course gives us more valuable insights about ethics in comouting studies,satisfaction
q1_f363,363,1,no changes needed,satisfaction
q2_f363,363,2,Teaching the syllabus properly,satisfaction
q3_f363,363,3,There was no part I disliked about the instructor’s teaching.,satisfaction
q4_f363,363,4,but overall they are always there to give full support as they can for us to nake our system works well,satisfaction
q1_f364,364,1,"None, it really depends on the one teaching that makes a course enjoyable while learning",satisfaction
q2_f364,364,2,Everything,satisfaction
q3_f364,364,3,"Everything was helpful, nothing negative to say.",satisfaction
q4_f364,364,4,I understood the lessons well and improved my logic because of him and sir [PROFESSOR].,satisfaction
q1_f365,365,1,"honestly, nothing really comes to mind. the course was pretty solid overall.",satisfaction
q2_f365,365,2,She teached us with a detailed information about the subject and topics.,satisfaction
q3_f365,365,3,"Honestly, I wouldn’t change anything.",satisfaction
q4_f365,365,4,One of the best,satisfaction
q1_f366,366,1,nothing to say it is okay as it is,satisfaction
q2_f366,366,2,The way she teaches us. Her approach.,satisfaction
q3_f366,366,3,Nothing—it was a great experience overall.,satisfaction
q4_f366,366,4,"he's good, lucky to his student",satisfaction
q1_f367,367,1,No need to improve.,satisfaction
q2_f367,367,2,Everything,satisfaction
q3_f367,367,3,Perhaps the only “downside” is that I wanted more homework to practice.,satisfaction
q4_f367,367,4,none. all goods!! (⁠ ⁠╹⁠▽⁠╹⁠ ⁠),satisfaction
q1_f368,368,1,It's all good.,satisfaction
q2_f368,368,2,Everything,satisfaction
q3_f368,368,3,There wasn’t really a least liked part.,satisfaction
q4_f368,368,4,he's great,satisfaction
q1_f369,369,1,All goods,satisfaction
q2_f369,369,2,Explains thoroughly,satisfaction
q3_f369,369,3,"I liked everything, so nothing to complain about.",satisfaction
q4_f369,369,4,he greate,satisfaction
q1_f370,370,1,It's all good.,satisfaction
q2_f370,370,2,Everything,satisfaction
q3_f370,370,3,"If I had to say something, maybe the classes were too short.",satisfaction
q4_f370,370,4,he greate at teaching,satisfaction
q1_f371,371,1,No changes needed,satisfaction
q2_f371,371,2,Explains thoroughly,satisfaction
q3_f371,371,3,Nothing negative—the teaching was excellent.,satisfaction
q4_f371,371,4,good,satisfaction
q1_f372,372,1,no changes,satisfaction
q2_f372,372,2,Everything,satisfaction
q3_f372,372,3,I can’t think of anything least liked.,satisfaction
q4_f372,372,4,One of the best,satisfaction
q1_f373,373,1,none. Everything is perfect the way it is.,satisfaction
q2_f373,373,2,To explain beyond understanding about SE,satisfaction
q3_f373,373,3,"The pace was good, I have no complaints.",satisfaction
q4_f373,373,4,Very good teacher,satisfaction
q1_f374,374,1,"So far, none. We have been given a proper flow and a constructive process to have a capstone project that would help us/the university.",satisfaction
q2_f374,374,2,The way he let us learn from our mistakes,satisfaction
q3_f374,374,3,Nothing—it was a very effective class.,satisfaction
q4_f374,374,4,she great,satisfaction
q1_f375,375,1,none for me I'm comfortable with this environment of learning,satisfaction
q2_f375,375,2,Everything,satisfaction
q3_f375,375,3,I honestly didn’t dislike any aspect.,satisfaction
q4_f375,375,4,"Very good teacher, teaches so well",satisfaction
q1_f376,376,1,None its good for me,satisfaction
q2_f376,376,2,Our instructor was very practical in terms of teaching. He lets us to learn on our own. I love how he,satisfaction
q3_f376,376,3,"Maybe I just wanted more examples, but it was already good.",satisfaction
q4_f376,376,4,None we love sir [PROFESSOR],satisfaction
q1_f377,377,1,"None, since for me he is a good teacher",satisfaction
q2_f377,377,2,Everything,satisfaction
q3_f377,377,3,There wasn’t a least liked part for me.,satisfaction
q4_f377,377,4,I hope they continue to motivate and encourage students.,satisfaction
q1_f378,378,1,I have no recommended changes for this course because it exceeds my expectation on what I'll learn within the course,satisfaction
q2_f378,378,2,His approach,satisfaction
q3_f378,378,3,Everything was fine—I have no negatives.,satisfaction
q4_f378,378,4,Keep up the good work,satisfaction
q1_f379,379,1,None It this course for me gives already,satisfaction
q2_f379,379,2,Teaching effectively to students and discusses about the fundamentals of discrete structure in computing,satisfaction
q3_f379,379,3,Nothing really stood out as a weak point.,satisfaction
q4_f379,379,4,Keep up the good work!,satisfaction
q1_f380,380,1,Not much. This course has provided me with good leads on how to do/conceptualize a proper capstone project.,satisfaction
q2_f380,380,2,Easy to understand,satisfaction
q3_f380,380,3,The only “problem” was that the instructor made things too clear.,satisfaction
q4_f380,380,4,fast teaching but clear and concise,satisfaction
q1_f381,381,1,This course is interesting. There is nothing much to change here.,satisfaction
q2_f381,381,2,She discusses the real fundamentals of computing making us ready for the other broad computing discussion,satisfaction
q3_f381,381,3,Nothing at all—I was happy with the teaching.,satisfaction
q4_f381,381,4,very clear and concise in teaching,satisfaction
q1_f382,382,1,Just keep the usual thing and dont change it because it help the students a lot,satisfaction
q2_f382,382,2,His clarity and interest in teaching,satisfaction
q3_f382,382,3,I don’t think there’s a least liked aspect to mention.,satisfaction
q4_f382,382,4,ideal prof,satisfaction
q1_f383,383,1,Nothing to improve the class particularly the instructors teaching methods was sufficient and comprehensive,satisfaction
q2_f383,383,2,explaining further,satisfaction
q3_f383,383,3,"Everything was great, no complaints here.",satisfaction
q4_f383,383,4,this class was good,satisfaction
q1_f384,384,1,Already good,satisfaction
q2_f384,384,2,Overall really like his explanations and activities,satisfaction
q3_f384,384,3,Perhaps I wished the class lasted longer.,satisfaction
q4_f384,384,4,I do not have any constructive comment.,satisfaction
q1_f385,385,1,"Nothing, the outline is good",satisfaction
q2_f385,385,2,Their way of teaching,satisfaction
q3_f385,385,3,Nothing to dislike—the lessons were engaging.,satisfaction
q4_f385,385,4,Good...,satisfaction
q1_f386,386,1,Already good,satisfaction
q2_f386,386,2,Their way of teaching,satisfaction
q3_f386,386,3,No negatives—the instructor explained well.,satisfaction
q4_f386,386,4,Good Good...,satisfaction
q1_f387,387,1,"The course was absorbed by the students pretty good, it met the standard of the course.",satisfaction
q2_f387,387,2,His live examples,satisfaction
q3_f387,387,3,"Honestly, I liked everything.",satisfaction
q4_f387,387,4,I love the teaching style. I suggest to keep it up and more students will learn a lot from it.,satisfaction
q1_f388,388,1,Nothing to improve cause it's already perfect.,satisfaction
q2_f388,388,2,Everything was good,satisfaction
q3_f388,388,3,"The teaching was good overall, nothing to point out.",satisfaction
q4_f388,388,4,everything is taught well. maybe adding some real world examples would help a lot.,satisfaction
q1_f389,389,1,"Nothing, it's already okay",satisfaction
q2_f389,389,2,Give a lot of activities or examples,satisfaction
q3_f389,389,3,Nothing—it was already excellent.,satisfaction
q4_f389,389,4,A bit more detailed explanation of the topics would help a lot.,satisfaction
q1_f390,390,1,"No changes, it's fine as it is",satisfaction
q2_f390,390,2,Their way of teaching,satisfaction
q3_f390,390,3,I didn’t find anything to dislike.,satisfaction
q4_f390,390,4,the videos help a lot but more live demos in class would make learning a lot better,satisfaction
q1_f391,391,1,"NOTHING, THE COURSE IS GOOD",satisfaction
q2_f391,391,2,good in explaining and not intimidating,satisfaction
q3_f391,391,3,"Everything was smooth, I can’t complain.",satisfaction
q4_f391,391,4,"Overall, my experience is well. I know I've learned through his teaching much more.",satisfaction
q1_f392,392,1,Stay the same,satisfaction
q2_f392,392,2,using screen projector to do the lectures more effectively,satisfaction
q3_f392,392,3,"I liked everything, so I don’t have a least liked part.",satisfaction
q4_f392,392,4,"The standard for teaching is already met, I have no further comments",satisfaction
q1_f393,393,1,It is good as it gets,satisfaction
q2_f393,393,2,He is good at demonstrating how to do a specific activity like when we had our crimping activity.,satisfaction
q3_f393,393,3,Maybe the only downside is that I wanted more practice work.,satisfaction
q4_f393,393,4,The class was amazing,satisfaction
q1_f394,394,1,Exams are fun or easier,satisfaction
q2_f394,394,2,Using coursera for better student understanding,satisfaction
q3_f394,394,3,Nothing—it was well done.,satisfaction
q4_f394,394,4,"It was my first time being in one of your class, u did well :3",satisfaction
q1_f395,395,1,"None, [PROFESSOR] delivered the course with mastery",satisfaction
q2_f395,395,2,Gives Coursera course,satisfaction
q3_f395,395,3,There was nothing that felt negative.,satisfaction
q4_f395,395,4,Everything is excellent,satisfaction
q1_f396,396,1,"Just a small one, actually. I really appreciate how clear and concise [PROFESSOR] slides are. It would be even better if he included step-by-step instructions or a tutorial video link to help with reviewing algorithm procedures.",satisfaction
q2_f396,396,2,good in explaining,satisfaction
q3_f396,396,3,"If anything, I wished we had even more lessons.",satisfaction
q4_f396,396,4,Everything is excellent,satisfaction
q1_f397,397,1,"Would be nice if [PROFESSOR] can provide a course syllabus for a heads up. Other than that, the course is pretty straightforward and I really enjoyed his sessions!",satisfaction
q2_f397,397,2,Explains everything clearly,satisfaction
q3_f397,397,3,"No negatives, everything worked well.",satisfaction
q4_f397,397,4,more engaging lesson and makes everything productive,satisfaction
q1_f398,398,1,"nothing much, the flow of this subject was okay.",satisfaction
