feedback,question,label,label_id
"excellently explains complex topics and turn them into simple, more digestible information and often provides comprehensive analogies to ensure that s...",what did you like best about your instructor is teaching?,joy,0
just enough meetings.,what did you like least about your instructor is teaching?,acceptance,2
it’s disappointing to see other professors put in more effort while this class lacked it.,"any further, constructive comment:",disappointment,4
"his exams are so out of the expected, its like even if u study well its still not certain whether you will pass, he likes including graphs and tables or...",what did you like least about your instructor is teaching?,disappointment,4
he explain very well,what did you like best about your instructor is teaching?,satisfaction,1
strict and straight to the point,what did you like best about your instructor is teaching?,acceptance,2
teaching is excellent; a little more time for discussion would be great.,what changes would you recommend to improve this course?,satisfaction,1
thank you sir,"any further, constructive comment:",joy,0
i liked that i could almost memorize the boring format.,what did you like best about your instructor is teaching?,boredom,3
"i liked how uneventful everything was, even if it was boring.",what did you like best about your instructor is teaching?,boredom,3
"very clear, precise, and not boring.",what did you like best about your instructor is teaching?,joy,0
no changes at all...the way prof. aida teaches is excellent,what changes would you recommend to improve this course?,satisfaction,1
everything felt good to me.,what did you like least about your instructor is teaching?,satisfaction,1
i do not have any because i just loved all about my instructor is teachings,what did you like least about your instructor is teaching?,joy,0
"top 1 best prof so far, its obvious that he loves his work and you can clearly see it with the way he teaches us. he explains everything so well, give...",what did you like best about your instructor is teaching?,joy,0
nothing major—everything was organized and clear.,what did you like least about your instructor is teaching?,satisfaction,1
no comment goated prof,"any further, constructive comment:",satisfaction,1
let us use the computer while learning how to code,what changes would you recommend to improve this course?,acceptance,2
"no changes, it is fine as it is",what changes would you recommend to improve this course?,satisfaction,1
it was hard to stay interested because the lectures felt flat.,what did you like least about your instructor is teaching?,boredom,3
i can’t recall anything that helped me understand the subject.,what did you like best about your instructor is teaching?,disappointment,4
nice,what did you like best about your instructor is teaching?,satisfaction,1
nobody is perfect but that is what makes us humans. so i would say that just be him and continue his style of teaching,what changes would you recommend to improve this course?,joy,0
"nothing, this is the best class i have been in so far.",what changes would you recommend to improve this course?,joy,0
clear explanation,what changes would you recommend to improve this course?,acceptance,2
perhaps the only thing is that i wanted more time to learn.,what did you like least about your instructor is teaching?,satisfaction,1
"nothing i can think of, it was a very positive experience.",what did you like least about your instructor is teaching?,satisfaction,1
"giving students activities that allows students to learn, understand and be engaged more to the lessons.",what did you like best about your instructor is teaching?,joy,0
he makes the lessons very clear,what did you like best about your instructor is teaching?,satisfaction,1
i liked that i had time to self-study because the teaching wasn’t helpful.,what did you like best about your instructor is teaching?,disappointment,4
"nilalagyan niya po humor yung lessons, which is good para not boring",what did you like best about your instructor is teaching?,joy,0
do not rush when teaching,"any further, constructive comment:",disappointment,4
the dull delivery was at least reliable.,what did you like best about your instructor is teaching?,boredom,3
i was disappointed when our efforts didn’t feel appreciated or acknowledged.,"any further, constructive comment:",disappointment,4
"honestly, nothing really comes to mind. the course was pretty solid overall.",what changes would you recommend to improve this course?,satisfaction,1
"nothing i can think of, maybe just sad about the time where he said he will try to bring router to school to further elaborate the current topic we are...",what did you like least about your instructor is teaching?,disappointment,4
"some activities weren’t explained fully, but i learned by trying.",what did you like least about your instructor is teaching?,acceptance,2
i struggled with interest because it lacked variety.,what did you like least about your instructor is teaching?,boredom,3
none,what did you like least about your instructor is teaching?,disappointment,4
approachable,what did you like best about your instructor is teaching?,satisfaction,1
they would explain the topic very thoroughly and making it very easy to understand,what did you like best about your instructor is teaching?,joy,0
no negatives — the teaching style boosted my interest in the field.,what did you like least about your instructor is teaching?,joy,0
"it would be nice if there were more activities, because just listening gets boring.","any further, constructive comment:",boredom,3
"nothing, the teaching was disappointing.",what did you like best about your instructor is teaching?,disappointment,4
change the instructor.,what changes would you recommend to improve this course?,disappointment,4
the least was that i wanted more chances to present because it was enjoyable.,what did you like least about your instructor is teaching?,joy,0
"some lessons were very technical, but i learned to appreciate the challenge.",what did you like least about your instructor is teaching?,acceptance,2
the way she teaches us. her approach.,what did you like best about your instructor is teaching?,satisfaction,1
"honestly, i found nothing to appreciate in the teaching.",what did you like best about your instructor is teaching?,disappointment,4
more interactions and solving,what changes would you recommend to improve this course?,acceptance,2
the professor’s energy makes the class enjoyable.,what changes would you recommend to improve this course?,joy,0
i like how sir stilll implements prayers before and after class,what did you like best about your instructor is teaching?,acceptance,2
some of the activities were challenging.,what did you like least about your instructor is teaching?,acceptance,2
very attentive and very patient with students,what did you like best about your instructor is teaching?,joy,0
"expand the tests/exams/quizzes beyond memorization of the meaning behind the topics, rather have it as an applied situation in real life happenings","any further, constructive comment:",acceptance,2
"i respect the teaching strategy, though i think more feedback on outputs would help students improve.","any further, constructive comment:",acceptance,2
teaching style,what did you like best about your instructor is teaching?,satisfaction,1
interactive,what did you like best about your instructor is teaching?,acceptance,2
what i like the best about my instructor is teaching is the interactive approach on students,what did you like best about your instructor is teaching?,joy,0
a bit fast in explaing,what did you like least about your instructor is teaching?,disappointment,4
assignments,what did you like least about your instructor is teaching?,acceptance,2
speed,what did you like best about your instructor is teaching?,acceptance,2
"honestly, the boredom made the class easy to handle.",what did you like best about your instructor is teaching?,boredom,3
no changes needed,what changes would you recommend to improve this course?,satisfaction,1
the energy level in class was often low.,what did you like least about your instructor is teaching?,boredom,3
not giving too much quiz,what did you like best about your instructor is teaching?,acceptance,2
to much info,what did you like least about your instructor is teaching?,disappointment,4
make the lesson have more hours so lessons can be easily capture the lessons effectively,what changes would you recommend to improve this course?,acceptance,2
"do something about the lab, no knowledge being gained from it",what changes would you recommend to improve this course?,disappointment,4
the prof needs more effort when teaching,"any further, constructive comment:",disappointment,4
"i was hoping for consistent updates, but instead we were left guessing about requirements.","any further, constructive comment:",disappointment,4
the teacher only read powerpoint please explain,"any further, constructive comment:",acceptance,2
bit late on class sometimes but will respond.,"any further, constructive comment:",acceptance,2
more on visual,what did you like best about your instructor is teaching?,acceptance,2
exercise intensity,what did you like best about your instructor is teaching?,acceptance,2
sometimes i wish there were more interactive sessions.,what changes would you recommend to improve this course?,boredom,3
"i wish the instructor would elaborate more on coding implementations, rather than solely covering theoretical concepts.",what did you like least about your instructor is teaching?,satisfaction,1
sometimes i feel like i’m just waiting for class to end.,"any further, constructive comment:",boredom,3
he is way of teaching students,what did you like best about your instructor is teaching?,satisfaction,1
"maybe it’s his voice, sometimes it sounds choppy.",what did you like least about your instructor is teaching?,boredom,3
"strict at its finest, but still well job done at teaching.",what did you like least about your instructor is teaching?,acceptance,2
sleepy kinda class mood,what did you like least about your instructor is teaching?,boredom,3
the boring repetition made it predictable.,what did you like best about your instructor is teaching?,boredom,3
i loved the course; it’s engaging and inspiring.,what changes would you recommend to improve this course?,joy,0
"i really hope he doesnt do that again, the time when he got upset because half of the class didnt show up (thinking he wouldn’t come that day). as a r...","any further, constructive comment:",disappointment,4
the delivery style was plain and didn’t capture much attention.,what did you like least about your instructor is teaching?,boredom,3
maybe he should just recommend credible online sources for us to watch.,"any further, constructive comment:",acceptance,2
"i liked that the class ended on time, that’s all.",what did you like best about your instructor is teaching?,disappointment,4
the fun activities in your class made learning less stressful.,"any further, constructive comment:",joy,0
no changes needed,what changes would you recommend to improve this course?,satisfaction,1
everything was effective and clear.,what did you like least about your instructor is teaching?,satisfaction,1
easy to understand,what did you like best about your instructor is teaching?,satisfaction,1
he is great,"any further, constructive comment:",satisfaction,1
he do not take considerations,"any further, constructive comment:",disappointment,4
to explain the things needed for the subject more clearly.,what changes would you recommend to improve this course?,disappointment,4
hoping for more improvements.,"any further, constructive comment:",acceptance,2
"the energy in class was very low, and it made learning uninspiring.","any further, constructive comment:",disappointment,4
to be less ppt oriented course,what changes would you recommend to improve this course?,boredom,3
the dull explanations were easy to ignore.,what did you like best about your instructor is teaching?,boredom,3
i hope the professor will have more teaching interaction with their students.,what changes would you recommend to improve this course?,disappointment,4
just keep the usual thing and dont change it because it help the students a lot,what changes would you recommend to improve this course?,satisfaction,1
no complaints — the instructor’s encouragement helped me a lot.,what did you like least about your instructor is teaching?,joy,0
he greate at teaching,"any further, constructive comment:",satisfaction,1
i can’t recall any part of the teaching i liked.,what did you like best about your instructor is teaching?,disappointment,4
no complaints—the teaching exceeded expectations.,what did you like least about your instructor is teaching?,satisfaction,1
chill only,what did you like best about your instructor is teaching?,acceptance,2
his presence is not that pressuring letting students breath and be honest with their opinions about subject matters,what did you like best about your instructor is teaching?,acceptance,2
"the best part was that it felt like a long, calm break.",what did you like best about your instructor is teaching?,boredom,3
you really know how to connect with your students.,"any further, constructive comment:",joy,0
"i understand the effort involved, but i’d like more examples that connect to real-world use.","any further, constructive comment:",acceptance,2
"not sure, but keeping it on heavy practical activities is a good thing.",what changes would you recommend to improve this course?,acceptance,2
the professor makes learning feel exciting.,what changes would you recommend to improve this course?,joy,0
passion for teaching,what did you like best about your instructor is teaching?,joy,0
"i accept that some teaching gaps exist, though i appreciate the effort to catch up.","any further, constructive comment:",acceptance,2
sometimes the content feels dry and could use more excitement.,what changes would you recommend to improve this course?,boredom,3
improve quality of teaching as overall,"any further, constructive comment:",acceptance,2
"examples were tricky, but reviewing solved it.",what did you like least about your instructor is teaching?,acceptance,2
attitude,what did you like best about your instructor is teaching?,acceptance,2
"the class is fun, engaging, and inspiring.",what changes would you recommend to improve this course?,joy,0
i liked how the lectures went on and on—it felt endless.,what did you like best about your instructor is teaching?,boredom,3
listen to students opinions,what changes would you recommend to improve this course?,acceptance,2
"everything was great, no complaints here.",what did you like least about your instructor is teaching?,satisfaction,1
letting us know the exact time of our class meeting,what changes would you recommend to improve this course?,acceptance,2
late updates,what did you like least about your instructor is teaching?,disappointment,4
it’s boring without student interaction.,"any further, constructive comment:",boredom,3
"i liked that the lessons were predictable, though very boring.",what did you like best about your instructor is teaching?,boredom,3
"i know the lessons were compressed, but i still managed to learn something valuable.","any further, constructive comment:",acceptance,2
i had trouble concentrating because of the steady tone.,what did you like least about your instructor is teaching?,boredom,3
interaction with students and freedom to choose what is able to do,what did you like best about your instructor is teaching?,satisfaction,1
the course is already enjoyable; nothing needs improvement.,what changes would you recommend to improve this course?,joy,0
be more on time during class schedule,what changes would you recommend to improve this course?,disappointment,4
the classes would be better if they had more hands-on exercises.,"any further, constructive comment:",boredom,3
like teaching the whole basics of coding not only the basics but the basics function of it,what changes would you recommend to improve this course?,acceptance,2
the least was that the semester ended before we exhausted topics.,what did you like least about your instructor is teaching?,joy,0
approachable,what did you like best about your instructor is teaching?,satisfaction,1
"assignments were long, but useful practice.",what did you like least about your instructor is teaching?,acceptance,2
chill,what did you like best about your instructor is teaching?,acceptance,2
"one of my major concern is the lack of hands on teaching during lab hours. tho it was mentioned that the lec instructor is responsible for teaching, ...",what did you like least about your instructor is teaching?,disappointment,4
the visual aids,what changes would you recommend to improve this course?,acceptance,2
the class could be more lively with more variety.,"any further, constructive comment:",boredom,3
the only thing i can mention is that the teacher was consistent in being absent.,what did you like best about your instructor is teaching?,disappointment,4
he makes sure everybody gets the basics down first before delving into the main topic,what did you like best about your instructor is teaching?,joy,0
"overall, my experience is well. i know i have learned through his teaching much more.","any further, constructive comment:",satisfaction,1
"too much focus on details sometimes, but it ensured accuracy.",what did you like least about your instructor is teaching?,acceptance,2
"nothing, [professor] would do everything for us to catch up.",what changes would you recommend to improve this course?,satisfaction,1
everything was good,what did you like best about your instructor is teaching?,satisfaction,1
"instructions weren’t always clear at first, but asking questions helped.",what did you like least about your instructor is teaching?,acceptance,2
i had fun learning new topics through interactive sessions.,what changes would you recommend to improve this course?,joy,0
clear,what did you like best about your instructor is teaching?,satisfaction,1
it would be better to include hands-on activities and explain the lessons throughly,"any further, constructive comment:",acceptance,2
it’s sad that we wasted opportunities for deeper learning because of poor pacing.,"any further, constructive comment:",disappointment,4
"the monotone teaching style was dull, but steady.",what did you like best about your instructor is teaching?,boredom,3
fast paced lessons,what did you like best about your instructor is teaching?,acceptance,2
the projects were exciting and engaging.,what changes would you recommend to improve this course?,joy,0
more examples when teaching and advice,what changes would you recommend to improve this course?,disappointment,4
"thank you, sir <<3","any further, constructive comment:",joy,0
i hope that the instructor will continue doing those activities that allow me and my classmates to move a lot on his next class this upcoming academic...,"any further, constructive comment:",joy,0
it feels repetitive when the same method is always used.,"any further, constructive comment:",boredom,3
reminding us if we understood the lesson.,what did you like least about your instructor is teaching?,boredom,3
well rounded instructor,"any further, constructive comment:",joy,0
no complaints — the teaching style was heartening.,what did you like least about your instructor is teaching?,joy,0
"i hope he will take on easy on his students, not insult the students, discourage them and embarrass their students in front of the class","any further, constructive comment:",disappointment,4
more hands-on tasks could help reduce boredom.,what changes would you recommend to improve this course?,boredom,3
"sometimes she teaches a little bit fast due to lack of time, because sometimes we got stuck to a certain problem for too long.",what did you like least about your instructor is teaching?,disappointment,4
thank you for not just teaching but making the subject alive.,"any further, constructive comment:",joy,0
gives learning materials that helped us understand the lessons,what did you like best about your instructor is teaching?,acceptance,2
"tbh it is all good, it is just how he interact with his students. students should be always eager to see you, not a student that wants you to not meet.",what changes would you recommend to improve this course?,disappointment,4
the course is fun and inspiring.,what changes would you recommend to improve this course?,joy,0
the inaudible when teaching,what did you like least about your instructor is teaching?,disappointment,4
"some lectures feel redundant, making me a bit bored.",what changes would you recommend to improve this course?,boredom,3
"the lack of proper guidance was really discouraging, especially for a course this important.","any further, constructive comment:",disappointment,4
i am satisfied with the way discussions encouraged us to think critically.,"any further, constructive comment:",satisfaction,1
the way the topics are discussed makes them less interesting.,"any further, constructive comment:",boredom,3
keeping an eye for us for safety purposes,what did you like best about your instructor is teaching?,acceptance,2
ease teaching pace (too fast),what changes would you recommend to improve this course?,disappointment,4
the instructor created a welcoming environment that made it easier to participate.,"any further, constructive comment:",satisfaction,1
sometimes i feel like i’m just copying notes without understanding.,"any further, constructive comment:",boredom,3
no complaints—the teaching was thorough.,what did you like least about your instructor is teaching?,satisfaction,1
more group discussions would make it even more fun.,what changes would you recommend to improve this course?,joy,0
the dull pace gave me a chance to rest mentally.,what did you like best about your instructor is teaching?,boredom,3
"sometimes the lectures feel too repetitive, and it makes it harder to stay focused.","any further, constructive comment:",boredom,3
"it is his willingness to help students that are struggling, and make up to the students.",what did you like best about your instructor is teaching?,acceptance,2
everything is excellent,what changes would you recommend to improve this course?,joy,0
i honestly didn’t dislike anything.,what did you like least about your instructor is teaching?,satisfaction,1
"it is about how his instructional delivery. the way he conveys and explains the topic makes the class listen to him, attentively. with that, it helps ...",what did you like best about your instructor is teaching?,joy,0
the subject feels less exciting when taught this way.,"any further, constructive comment:",boredom,3
the way lessons were handled made me lose interest in a topic i actually liked.,"any further, constructive comment:",disappointment,4
concepts were explained very thoroughly; equations and formulas were explained step-by-step and thoroughly.,what did you like best about your instructor is teaching?,joy,0
"i was really hoping for guidance, but we were mostly left alone to figure things out.","any further, constructive comment:",disappointment,4
visual aids are wordy,what did you like least about your instructor is teaching?,boredom,3
this should be the standard when hiring a college instructor.,"any further, constructive comment:",satisfaction,1
i wish there were breaks in between to refresh our minds.,"any further, constructive comment:",boredom,3
he provides clear and long explanations that will surely help,what did you like best about your instructor is teaching?,joy,0
"everything was clear, nothing negative.",what did you like least about your instructor is teaching?,satisfaction,1
the only downside: i wanted more hands-on examples because they were engaging.,what did you like least about your instructor is teaching?,joy,0
"some lessons feel slow, making it harder to stay attentive.",what changes would you recommend to improve this course?,boredom,3
always present,what did you like best about your instructor is teaching?,acceptance,2
the class is enjoyable and interactive.,what changes would you recommend to improve this course?,joy,0
"he is good, lucky to his student","any further, constructive comment:",satisfaction,1
the lessons are clear but too monotonous at times.,"any further, constructive comment:",boredom,3
sometimes it’s hard to stay awake during long explanations.,what changes would you recommend to improve this course?,boredom,3
i liked how nothing unexpected ever happened in class.,what did you like best about your instructor is teaching?,boredom,3
proper explanation,what did you like least about your instructor is teaching?,disappointment,4
the ppt is not easy to understand,what did you like least about your instructor is teaching?,disappointment,4
"none, [professor] delivered the course with mastery",what changes would you recommend to improve this course?,satisfaction,1
relies on the ppt,"any further, constructive comment:",disappointment,4
adding interactive quizzes would make it more fun.,what changes would you recommend to improve this course?,boredom,3
it would be better to focus more on difficult and extensive lessons,what did you like least about your instructor is teaching?,acceptance,2
no negatives—the instructor explained well.,what did you like least about your instructor is teaching?,satisfaction,1
every session was filled with positivity that encouraged us to do better.,"any further, constructive comment:",joy,0
inconsistent announcement,what did you like least about your instructor is teaching?,disappointment,4
more lab activities,what changes would you recommend to improve this course?,acceptance,2
the predictability of the lectures was the part i liked most.,what did you like best about your instructor is teaching?,boredom,3
i get distracted easily when the lectures feel too long.,"any further, constructive comment:",boredom,3
too many powerpoint lessons. too much to absorb. overwhelming.,what did you like least about your instructor is teaching?,boredom,3
"the chance for learning advanced database through this course was wasted. we had a great time learning database concepts [professor], and expectations...","any further, constructive comment:",disappointment,4
keep up the good work sir! thank you.,"any further, constructive comment:",satisfaction,1
sometimes i wish the class was more energetic.,what changes would you recommend to improve this course?,boredom,3
thank you for always respecting students’ ideas and inputs.,"any further, constructive comment:",joy,0
teaching about a certain programming language and make a sample code,what changes would you recommend to improve this course?,acceptance,2
love you sir 🩷,"any further, constructive comment:",joy,0
but overall they are always there to give full support as they can for us to nake our system works well,"any further, constructive comment:",satisfaction,1
to find a strategy to gain student is attention,what changes would you recommend to improve this course?,acceptance,2
i feel like my effort wasn’t matched by the professor’s dedication.,"any further, constructive comment:",disappointment,4
let is not force the quiz to continue or specially if there is only about 30 minutes or less that are left,what changes would you recommend to improve this course?,disappointment,4
unclear voice,what did you like least about your instructor is teaching?,disappointment,4
the class atmosphere often felt sleepy and dull.,what did you like least about your instructor is teaching?,boredom,3
the way she teaches...its like she just gives it to us then leave it to us...,what did you like least about your instructor is teaching?,disappointment,4
his explanations are very clear and easy to understand,what did you like best about your instructor is teaching?,joy,0
"the readings were plenty, but they improved my comprehension.",what did you like least about your instructor is teaching?,acceptance,2
"keep up the good teaching practice, sir.","any further, constructive comment:",satisfaction,1
it is quite good as it is,what changes would you recommend to improve this course?,satisfaction,1
"sir, please use your time fully.","any further, constructive comment:",disappointment,4
none everything is great and fine,what changes would you recommend to improve this course?,satisfaction,1
good.,"any further, constructive comment:",satisfaction,1
"the quizzes/exams, sometimes the questions are really specific (too detailed). making it necessary to memorize every part of the ppts. this takes away...",what did you like least about your instructor is teaching?,disappointment,4
i liked how i could focus on my phone during lectures.,what did you like best about your instructor is teaching?,boredom,3
it taught us business principles but not the skills to implement them effectively yet,what changes would you recommend to improve this course?,disappointment,4
the teacher failed to educate the students properly,"any further, constructive comment:",disappointment,4
lectures that are just reading slides make it hard to concentrate.,"any further, constructive comment:",boredom,3
"to enhance the course, i recommend that the instructor demonstrate live coding implementations of data structures and algorithms, providing a step-by-...",what changes would you recommend to improve this course?,acceptance,2
i hope the professor assigned to that course or subject can be changed.,what changes would you recommend to improve this course?,disappointment,4
"i know the teaching style is straightforward, but i’d like to see more creativity in delivery.","any further, constructive comment:",acceptance,2
"the teaching style is consistent, but sometimes it feels repetitive.","any further, constructive comment:",boredom,3
"for me,we need more time in learningbecause i feel like we are significanlty behind in our learning po.most of the topics now or in the upcoming semes...","any further, constructive comment:",disappointment,4
i enjoyed learning here; a few hands-on exercises could strengthen understanding.,what changes would you recommend to improve this course?,satisfaction,1
chill and professional teacher,"any further, constructive comment:",joy,0
he guides students who has concerns about the lesson and give an advice or idea about their concerns,what did you like best about your instructor is teaching?,acceptance,2
chill teaching and somewhat understandable and shares some idea about other lessons.,what did you like best about your instructor is teaching?,acceptance,2
"she doesnt care as much, like she is fine with people at the back talking or sleeping, and not participating at all. i cant blame them though since its...",what did you like least about your instructor is teaching?,disappointment,4
distant teaching making students to have convenient school and work time,what did you like best about your instructor is teaching?,acceptance,2
"some examples are repeated too often, causing boredom.",what changes would you recommend to improve this course?,boredom,3
3 hours straight teaching,what did you like least about your instructor is teaching?,boredom,3
can be complex sometimes,what did you like least about your instructor is teaching?,disappointment,4
"i liked the routine, though it got boring quickly.",what did you like best about your instructor is teaching?,boredom,3
i don’t have any dislikes; class felt uplifting and clear.,what did you like least about your instructor is teaching?,joy,0
"some questions were tricky, but they made me think.",what did you like least about your instructor is teaching?,acceptance,2
the least i liked was that i had to stop asking questions when the bell rang.,what did you like least about your instructor is teaching?,joy,0
attitude,what did you like best about your instructor is teaching?,acceptance,2
"i respect the teaching approach, even if it sometimes felt overwhelming.","any further, constructive comment:",acceptance,2
i had a lot of fun with the group tasks.,what changes would you recommend to improve this course?,joy,0
"sir made 2 mistakes already with checking both my quiz and exams, (he wronged my right answers, did not recorrect it with him cause he is scary t^t) he ...","any further, constructive comment:",disappointment,4
improve the time frame of this subject.,what changes would you recommend to improve this course?,disappointment,4
it was a good enough class with a lot of learning moments.,"any further, constructive comment:",satisfaction,1
the instructor allows us to explore on our own,what did you like best about your instructor is teaching?,satisfaction,1
i liked that i could zone out during the boring lectures.,what did you like best about your instructor is teaching?,boredom,3
"activities were intense, but meaningful.",what did you like least about your instructor is teaching?,acceptance,2
time management,what changes would you recommend to improve this course?,disappointment,4
i felt discouraged when the instructor seemed uninterested in our progress.,"any further, constructive comment:",disappointment,4
sometimes the classes feel lifeless.,"any further, constructive comment:",boredom,3
i often get sleepy when the professor just lectures the whole time.,"any further, constructive comment:",boredom,3
"how brief, concise, yet still understandable and easy to sync in his lessons are",what did you like best about your instructor is teaching?,joy,0
better ways of teaching,what changes would you recommend to improve this course?,acceptance,2
more cybersecurity lessons,what changes would you recommend to improve this course?,disappointment,4
interactive teaching.,what did you like best about your instructor is teaching?,satisfaction,1
"i appreciate that they showed up sometimes, but the lessons weren’t meaningful.",what did you like best about your instructor is teaching?,disappointment,4
time management,what changes would you recommend to improve this course?,acceptance,2
some lessons feel like we’re covering the same thing multiple times.,what changes would you recommend to improve this course?,boredom,3
just enough meeting of class.,what did you like least about your instructor is teaching?,acceptance,2
the way she teach is okay...just do not make the all the topics or lessons be in 1 day. example: we have 8 topics or lessons....in every time we take t...,"any further, constructive comment:",acceptance,2
please explain the powerpoint,what changes would you recommend to improve this course?,acceptance,2
it is should be the teacher not the student.,"any further, constructive comment:",disappointment,4
the pace is steady but occasionally boring.,what changes would you recommend to improve this course?,boredom,3
hmmm probably the used of real life technology devices,what changes would you recommend to improve this course?,acceptance,2
i look forward to your classes because of your positive teaching style.,"any further, constructive comment:",joy,0
hands on teaching,what did you like best about your instructor is teaching?,joy,0
step by step,what did you like least about your instructor is teaching?,joy,0
"handwriting on the board was small, but i adjusted.",what did you like least about your instructor is teaching?,acceptance,2
solely relying on textbooks,what did you like least about your instructor is teaching?,disappointment,4
maybe he need to touch his students heart. all students does not have the same capabilities in terms of time and availability. being considerate is not...,"any further, constructive comment:",acceptance,2
"it sometimes feels like just a reading session, not teaching.","any further, constructive comment:",boredom,3
nothing to dislike here.,what did you like least about your instructor is teaching?,satisfaction,1
long lecture hours make me tired and lose interest.,"any further, constructive comment:",boredom,3
not meeting us,what did you like least about your instructor is teaching?,disappointment,4
"i liked when the teacher was quiet, because at least i wasn’t confused.",what did you like best about your instructor is teaching?,disappointment,4
the room vibe often felt sleepy and repetitive.,what did you like least about your instructor is teaching?,boredom,3
whenever he cancels the class 20 minutes before the scheduled time and it is very inconvenient and disappointing to be honest as not all of us reside ...,"any further, constructive comment:",disappointment,4
no complaints — the instructor’s humor made learning delightful.,what did you like least about your instructor is teaching?,joy,0
nothing was least liked—it was all good.,what did you like least about your instructor is teaching?,satisfaction,1
invest more on student interaction,what changes would you recommend to improve this course?,disappointment,4
more group activities/quicker pace on lessons,what changes would you recommend to improve this course?,acceptance,2
"i like sir [professor] and his teaching methods. however, there are times when i feel a bit overwhelmed by the volume of materials and powerpoint pres...",what did you like least about your instructor is teaching?,acceptance,2
a bit of on hand learnin,what changes would you recommend to improve this course?,disappointment,4
"the lessons felt too serious, lacking fun or energy.",what did you like least about your instructor is teaching?,boredom,3
he teaches and tries,what did you like best about your instructor is teaching?,acceptance,2
"i really appreciated how my instructor made complex topics easier to understand, connected lessons to real-world examples, and encouraged open discuss...",what did you like least about your instructor is teaching?,joy,0
she great,"any further, constructive comment:",satisfaction,1
i liked the lack of energy—it kept the class mellow.,what did you like best about your instructor is teaching?,boredom,3
i can’t think of any faults — the instructor was encouraging and inspiring.,what did you like least about your instructor is teaching?,joy,0
[professor] is very good at teaching the subject.,what did you like best about your instructor is teaching?,joy,0
none. everything seems to be fine,what changes would you recommend to improve this course?,satisfaction,1
i couldn’t find a fault — the classes were consistently joyful.,what did you like least about your instructor is teaching?,joy,0
just replace the professor with someone more knowledgeable in that course.,"any further, constructive comment:",disappointment,4
"none, [professor] is very well in this sub",what changes would you recommend to improve this course?,satisfaction,1
late announcements.,"any further, constructive comment:",disappointment,4
cannot hear his voice sometimes,what did you like least about your instructor is teaching?,disappointment,4
"honestly, i didn’t enjoy the teaching in any way.",what did you like best about your instructor is teaching?,disappointment,4
"no feedback and lack of given information for the projects, late submission of requirements for activities and poor decision making.",what did you like least about your instructor is teaching?,disappointment,4
the instructor gives a step by step instructions on every topic that makes it understandable and easy to follow.,what did you like best about your instructor is teaching?,joy,0
nothing. the way topics were delivered wasn’t clear.,what did you like best about your instructor is teaching?,disappointment,4
the only issue: i enjoyed it so much i wanted twice as many classes.,what did you like least about your instructor is teaching?,joy,0
"the dullness was calming, in its own way.",what did you like best about your instructor is teaching?,boredom,3
all good!,"any further, constructive comment:",satisfaction,1
nothing. [professor] best prof! <3<3,what did you like least about your instructor is teaching?,joy,0
"some explanations were too quick, but classmates helped.",what did you like least about your instructor is teaching?,acceptance,2
"a guider, understanding, smooth teaching,",what did you like least about your instructor is teaching?,joy,0
more practical exercises could make it less boring.,what changes would you recommend to improve this course?,boredom,3
sometimes the delivery felt lifeless.,what did you like least about your instructor is teaching?,boredom,3
"i enjoyed everything, so i don’t really have a least liked part.",what did you like least about your instructor is teaching?,satisfaction,1
the only issue: i wanted more peer discussions because they were productive.,what did you like least about your instructor is teaching?,joy,0
gives ample time to work on something,what did you like best about your instructor is teaching?,acceptance,2
i like how sir [professor] handle us dapat po sana nasa earlier level din siya para mas earlier ang pagturo niya sa students (the type of teaching he ...,"any further, constructive comment:",satisfaction,1
the class is already fantastic; no improvements needed.,what changes would you recommend to improve this course?,joy,0
professional on teaching and give best explanation,what did you like best about your instructor is teaching?,satisfaction,1
gives learning materials that help us study,what did you like best about your instructor is teaching?,acceptance,2
none. the instructor didn’t explain lessons well.,what did you like best about your instructor is teaching?,disappointment,4
giving examples for those things that we didn’t understand,what did you like best about your instructor is teaching?,acceptance,2
could be livelier if more examples or real-life applications were included.,what changes would you recommend to improve this course?,boredom,3
i liked how the class gave me space to think of other things.,what did you like best about your instructor is teaching?,boredom,3
"i thought this class would be more engaging, but it turned out repetitive and dull.","any further, constructive comment:",disappointment,4
"i truly appreciate your patience and encouragement, sir.","any further, constructive comment:",joy,0
how our instructor answer all the question that were asked by the students,what did you like best about your instructor is teaching?,satisfaction,1
too few interactive moments made me lose focus.,what did you like least about your instructor is teaching?,boredom,3
occasional hands-on activities could improve engagement.,what changes would you recommend to improve this course?,boredom,3
i enjoyed the lectures and hands-on projects.,what changes would you recommend to improve this course?,joy,0
i had fun learning new topics in this course.,what changes would you recommend to improve this course?,joy,0
"to enhance the effectiveness of teaching the course, it would be beneficial to keep students engaged by explaining concepts in the instructor is own wo...","any further, constructive comment:",acceptance,2
"i know the workload is heavy for instructors, and i appreciate the effort despite the busy schedule.","any further, constructive comment:",acceptance,2
"the boring style felt calm, though unengaging.",what did you like best about your instructor is teaching?,boredom,3
sometimes gives unprofessional criticism,"any further, constructive comment:",disappointment,4
"maybe the changes to improve this course is the consideration, sometimes he was unfair to unexpected events that can affect the students grade, attend...",what changes would you recommend to improve this course?,disappointment,4
fast paced.,what did you like least about your instructor is teaching?,boredom,3
more demonstration of the lessons,what changes would you recommend to improve this course?,acceptance,2
