feedback_text,question,question_num,emotion
Giving us some activities related to what he is teaching,What did you like best about your instructor's teaching?,Q2,satisfaction
Sometimes it felt more like reading notes than teaching.,What did you like least about your instructor's teaching?,Q3,boredom
More interactive tasks would make the course enjoyable.,What changes would you recommend to improve this course?,Q1,boredom
"The subject was handled in a professional and effective way, making it easier to grasp.","Any further, constructive comment:",Q4,satisfaction
Tends to not give proper instructions and updates which affect our works,"Any further, constructive comment:",Q4,disappointment
"Overall, I enjoyed the semester because of the well-structured and engaging lessons.","Any further, constructive comment:",Q4,satisfaction
He explains the lessons that makes it understandable and easy to us.,What did you like best about your instructor's teaching?,Q2,satisfaction
The discussions lack variety and energy.,"Any further, constructive comment:",Q4,boredom
"The lecture sessions are too long without breaks, which becomes boring.","Any further, constructive comment:",Q4,boredom
Sometimes I feel like I’m not learning because I zone out.,"Any further, constructive comment:",Q4,boredom
The classes feel heavy with information but little engagement.,"Any further, constructive comment:",Q4,boredom
"Sometimes lectures feel slow, making it hard to focus.",What changes would you recommend to improve this course?,Q1,boredom
Grading system is not much with the teaching,"Any further, constructive comment:",Q4,disappointment
No complaints — the instructor made information enjoyable.,What did you like least about your instructor's teaching?,Q3,joy
Very smooth and understanding prof,What did you like best about your instructor's teaching?,Q2,joy
Proper explanation,What did you like least about your instructor's teaching?,Q3,disappointment
He always make sure na all of us understood his lesson po.,What did you like best about your instructor's teaching?,Q2,joy
"The schedule was tight, but it built discipline.",What did you like least about your instructor's teaching?,Q3,acceptance
The instructor makes lessons lively and engaging.,What changes would you recommend to improve this course?,Q1,joy
I love how the course balances fun and learning.,What changes would you recommend to improve this course?,Q1,joy
"I understand that reading materials are important, but a little more live explanation would be better.","Any further, constructive comment:",Q4,acceptance
The subject felt heavier than it should have because of unclear instructions.,"Any further, constructive comment:",Q4,disappointment
"Honestly, none. The teaching wasn’t engaging at all.",What did you like best about your instructor's teaching?,Q2,disappointment
I felt let down when classes were frequently canceled without proper notice.,"Any further, constructive comment:",Q4,disappointment
"I appreciate the way topics were covered, even if some felt too advanced.","Any further, constructive comment:",Q4,acceptance
I would like for sir to explain his lessons more clearly,What changes would you recommend to improve this course?,Q1,disappointment
"The grading system didn’t feel fair, which was discouraging after all the work put in.","Any further, constructive comment:",Q4,disappointment
The lectures were useful but sometimes very dull.,What did you like least about your instructor's teaching?,Q3,boredom
"I guess I liked that the teacher kept everything calm, though boring.",What did you like best about your instructor's teaching?,Q2,boredom
Improve quality of teaching as overall,"Any further, constructive comment:",Q4,acceptance
"The approach was very direct, but it motivated me to improve.",What did you like least about your instructor's teaching?,Q3,acceptance
"Nothing much. As it is already good as it is and every lesson can be easily learned, provided you do your part.",What changes would you recommend to improve this course?,Q1,satisfaction
It’s disappointing that we had to rely on external resources instead of our professor.,"Any further, constructive comment:",Q4,disappointment
"I was expecting to learn more from this subject, but it felt like most of the time we were left on our own.","Any further, constructive comment:",Q4,disappointment
I really enjoyed the interactive activities.,What changes would you recommend to improve this course?,Q1,joy
You turned learning into a happy and positive experience for all of us.,"Any further, constructive comment:",Q4,joy
I loved the interactive sessions and group activities.,What changes would you recommend to improve this course?,Q1,joy
Lectures that are just reading slides make it hard to concentrate.,"Any further, constructive comment:",Q4,boredom
You showed us that studying can be both fun and productive.,"Any further, constructive comment:",Q4,joy
Better way of teaching,What changes would you recommend to improve this course?,Q1,acceptance
Explains well and uses different analogy to help us understand,What did you like best about your instructor's teaching?,Q2,joy
I didn’t really dislike anything—it was all handled very well.,What did you like least about your instructor's teaching?,Q3,satisfaction
More time ig,"Any further, constructive comment:",Q4,acceptance
Speech only,What did you like least about your instructor's teaching?,Q3,boredom
It’s disappointing to see other professors put in more effort while this class lacked it.,"Any further, constructive comment:",Q4,disappointment
"Nothing, sir is the G.O.A.T (Greatest Of All Time)",What changes would you recommend to improve this course?,Q1,joy
not meeting,What did you like least about your instructor's teaching?,Q3,disappointment
"One  of my major concern is the lack of hands on teaching during lab hours. Tho it was mentioned that the LEC instructor is responsible for teaching, ...",What did you like least about your instructor's teaching?,Q3,disappointment
what i like the best about my instructor teaching is that he is explaining everything even when the smallest code and sharing his techniques sometimes...,What did you like best about your instructor's teaching?,Q2,joy
The predictable boring tone made the class easy to follow.,What did you like best about your instructor's teaching?,Q2,boredom
Lacking communication(understandable because of busy schedules),What did you like least about your instructor's teaching?,Q3,acceptance
"Nothing, the course is perfect for student to understand Social issues and professional practice",What changes would you recommend to improve this course?,Q1,satisfaction
Small group activities would make the course more enjoyable.,What changes would you recommend to improve this course?,Q1,boredom
Not teaching,What did you like least about your instructor's teaching?,Q3,disappointment
Very Clear and Loud,What did you like best about your instructor's teaching?,Q2,satisfaction
The learning environment is positive and uplifting.,What changes would you recommend to improve this course?,Q1,joy
The only downside: I wanted more project time because projects were fun.,What did you like least about your instructor's teaching?,Q3,joy
The instructor demonstrated solid knowledge of the subject and presented concepts clearly.,"Any further, constructive comment:",Q4,satisfaction
He is passionate about the lesson making the lesson easy to understand,What did you like best about your instructor's teaching?,Q2,satisfaction
A little more energy in teaching would make a big difference.,What changes would you recommend to improve this course?,Q1,boredom
Being detailed,What did you like best about your instructor's teaching?,Q2,satisfaction
"If I had to pick something, it’s that the sessions ended too quickly.",What did you like least about your instructor's teaching?,Q3,joy
Further enhance study method,"Any further, constructive comment:",Q4,acceptance
Too much lectures,What did you like least about your instructor's teaching?,Q3,boredom
"Classes sometimes felt long, but it meant more time for learning.",What did you like least about your instructor's teaching?,Q3,acceptance
I sometimes struggled to stay attentive because of the flat delivery.,What did you like least about your instructor's teaching?,Q3,boredom
Can answer the questions carefully and with real life examples.,What did you like best about your instructor's teaching?,Q2,joy
Explain the lessons more clearly and attend the class,What changes would you recommend to improve this course?,Q1,disappointment
"Honestly, there’s nothing I would change.",What did you like least about your instructor's teaching?,Q3,satisfaction
The lessons feel stretched and less engaging.,"Any further, constructive comment:",Q4,boredom
His way of teaching. He really elaborate and enlightened us in every topic. And also he is going with the flow with the jokes.,What did you like best about your instructor's teaching?,Q2,joy
Already good,What changes would you recommend to improve this course?,Q1,satisfaction
Overall [PROFESSOR] is a great instructor,"Any further, constructive comment:",Q4,satisfaction
"I was really hoping for guidance, but we were mostly left alone to figure things out.","Any further, constructive comment:",Q4,disappointment
The long stretches of slides make me lose interest quickly.,"Any further, constructive comment:",Q4,boredom
make his voice a bit louder,What changes would you recommend to improve this course?,Q1,disappointment
Approachable,What did you like best about your instructor's teaching?,Q2,joy
More dynamic teaching methods would be great.,What changes would you recommend to improve this course?,Q1,boredom
This should be the standard when hiring a college instructor.,"Any further, constructive comment:",Q4,satisfaction
I enjoy every lecture; the teaching style is motivating.,What changes would you recommend to improve this course?,Q1,joy
Gives real life examples and explains briefly.,What did you like best about your instructor's teaching?,Q2,joy
None. It was a disappointing experience overall.,What did you like best about your instructor's teaching?,Q2,disappointment
A few more interactive tasks could make learning enjoyable.,What changes would you recommend to improve this course?,Q1,boredom
"The discussions lack variety, which makes them boring.","Any further, constructive comment:",Q4,boredom
lacking of actual lessons and no unnecessary projects that do not relate to the subject,What changes would you recommend to improve this course?,Q1,disappointment
"Some explanations were advanced, but I learned eventually.",What did you like least about your instructor's teaching?,Q3,acceptance
Amazing...,"Any further, constructive comment:",Q4,joy
"If I had to say something, maybe the classes were too short.",What did you like least about your instructor's teaching?,Q3,satisfaction
"Nothing, it was all perfect.","Any further, constructive comment:",Q4,satisfaction
I loved the enjoyable and engaging projects.,What changes would you recommend to improve this course?,Q1,joy
Make up classes,What did you like best about your instructor's teaching?,Q2,acceptance
The monotony was dull but steady.,What did you like best about your instructor's teaching?,Q2,boredom
I really hope for a major reform in this subject.,"Any further, constructive comment:",Q4,disappointment
"considerate and understands the student, validates their opinion, and knows how to vibe with them.",What did you like best about your instructor's teaching?,Q2,acceptance
I enjoyed this course a lot; a few mini-projects would make it even more fun.,What changes would you recommend to improve this course?,Q1,satisfaction
"Honestly, I didn’t like anything about the teaching.",What did you like best about your instructor's teaching?,Q2,disappointment
The professor's ability to teach the subject and his mastery of the topics are good enough that the student can understand the technicalities he is sp...,"Any further, constructive comment:",Q4,acceptance
The lessons should be more quite exciting and interesting,What changes would you recommend to improve this course?,Q1,boredom
Consistent shifting of topics,What did you like best about your instructor's teaching?,Q2,acceptance
Everything is excellent,What changes would you recommend to improve this course?,Q1,joy
Chill teaching and somewhat understandable and shares some idea about other lessons.,What did you like best about your instructor's teaching?,Q2,acceptance
I didn’t dislike anything; the lectures always lifted my spirits.,What did you like least about your instructor's teaching?,Q3,joy
A more in depth discussions,What changes would you recommend to improve this course?,Q1,acceptance
Very lenient,What did you like best about your instructor's teaching?,Q2,acceptance
Every activity you gave us felt meaningful and enjoyable.,"Any further, constructive comment:",Q4,joy
The only thing I liked was when the class ended early.,What did you like best about your instructor's teaching?,Q2,disappointment
Late announcements.,"Any further, constructive comment:",Q4,disappointment
His clarity and interest in teaching,What did you like best about your instructor's teaching?,Q2,satisfaction
When the explains it through,What did you like best about your instructor's teaching?,Q2,acceptance
Able to thoroughly deliver the topics.,What did you like best about your instructor's teaching?,Q2,satisfaction
More time to discuss and be detailed in explaining some codes.,What changes would you recommend to improve this course?,Q1,acceptance
he delivered it very well so student could understand it fast,What did you like best about your instructor's teaching?,Q2,joy
Lecture was a bit lackluster.,What did you like least about your instructor's teaching?,Q3,boredom
Always present,What did you like best about your instructor's teaching?,Q2,acceptance
"More use of visual aids, analogies, and real life examples since the course deals with logic. Visualization is really essential for students.",What changes would you recommend to improve this course?,Q1,acceptance
"i don't like the thumbs up as a way to pick a prayer leader, too spontaneous","Any further, constructive comment:",Q4,disappointment
Fast-paced,What did you like least about your instructor's teaching?,Q3,boredom
"Nothing, since the instructor didn't teach us anything from the start.",What did you like best about your instructor's teaching?,Q2,disappointment
There were times when feedback was unhelpful and even discouraging.,"Any further, constructive comment:",Q4,disappointment
I had trouble concentrating because of the steady tone.,What did you like least about your instructor's teaching?,Q3,boredom
I fully understand that because of some personal reasons our professor was not able to attend his class because he needs to be personally the one to p...,"Any further, constructive comment:",Q4,disappointment
"I wouldn’t really say change, since the course was already good, but perhaps consistency and enhancement. Keeping it fresh and practical by integratin...",What changes would you recommend to improve this course?,Q1,satisfaction
A but fast for teaching but its managable,What did you like least about your instructor's teaching?,Q3,acceptance
"The monotony was boring, but I didn’t feel pressured.",What did you like best about your instructor's teaching?,Q2,boredom
The class was fun and engaging every session.,What changes would you recommend to improve this course?,Q1,joy
"It was difficult to keep up sometimes, but reviewing helped.",What did you like least about your instructor's teaching?,Q3,acceptance
More hands on,"Any further, constructive comment:",Q4,disappointment
I loved the hands-on activities and projects.,What changes would you recommend to improve this course?,Q1,joy
His teaching style.,What did you like best about your instructor's teaching?,Q2,satisfaction
Learning about the subject is easy becauss of the teachee,What did you like least about your instructor's teaching?,Q3,joy
Discusses things quite well and clear yet fast at the same time.,What did you like least about your instructor's teaching?,Q3,satisfaction
Nothing in particular—I liked the teaching style.,What did you like least about your instructor's teaching?,Q3,satisfaction
Listening the whole time without doing makes me feel restless.,"Any further, constructive comment:",Q4,boredom
"There isn’t really a “least liked” part, since I liked the approach overall.",What did you like least about your instructor's teaching?,Q3,satisfaction
All goods,"Any further, constructive comment:",Q4,satisfaction
The instructor went his way to provide as a great learning experience compared to other instructors. I appreciate the effort.,"Any further, constructive comment:",Q4,satisfaction
All good!,"Any further, constructive comment:",Q4,satisfaction
Maybe examples and activities with coding? (I'm not sure that's applicable here),What changes would you recommend to improve this course?,Q1,acceptance
The teaching method,What did you like least about your instructor's teaching?,Q3,disappointment
Learning materials and the way to teach on the subjects along with activities related to every lesson,What changes would you recommend to improve this course?,Q1,acceptance
not always meeting the class and give time,What did you like best about your instructor's teaching?,Q2,disappointment
Nothing—it was well done.,What did you like least about your instructor's teaching?,Q3,satisfaction
The least was that I had to wait between terms to learn more.,What did you like least about your instructor's teaching?,Q3,joy
Teaching style,What did you like best about your instructor's teaching?,Q2,satisfaction
Thanks for the knowledge.,"Any further, constructive comment:",Q4,joy
There could be at least 1 or 2 more meetings.,What changes would you recommend to improve this course?,Q1,acceptance
"To enhance the course, I recommend that the instructor demonstrate live coding implementations of data structures and algorithms, providing a step-by-...",What changes would you recommend to improve this course?,Q1,acceptance
"but overall, they were always there to support and guide us in devwloping our system projects.","Any further, constructive comment:",Q4,satisfaction
"I liked when the teacher was quiet, because at least I wasn’t confused.",What did you like best about your instructor's teaching?,Q2,disappointment
"Overall, I really liked the course; a few extra hands-on exercises could improve it slightly.",What changes would you recommend to improve this course?,Q1,satisfaction
No complaints — the instructor’s encouragement helped me a lot.,What did you like least about your instructor's teaching?,Q3,joy
To explain the things needed for the subject more clearly.,What changes would you recommend to improve this course?,Q1,disappointment
He don't shout and allows us to explore about the projects,What did you like best about your instructor's teaching?,Q2,acceptance
"No feedback and lack of given information for the projects, late submission of requirements for activities and poor decision making.",What did you like least about your instructor's teaching?,Q3,disappointment
"Occasionally, the lessons feel too repetitive.",What changes would you recommend to improve this course?,Q1,boredom
good in explaining,What did you like best about your instructor's teaching?,Q2,satisfaction
Give time for students to let the informations sink in to their minds before proceeding to another topic,What changes would you recommend to improve this course?,Q1,acceptance
The instructor’s teaching style makes the course fun.,What changes would you recommend to improve this course?,Q1,joy
Teaching the syllabus properly,What did you like best about your instructor's teaching?,Q2,satisfaction
The pace combined with the style made it harder to stay awake.,What did you like least about your instructor's teaching?,Q3,boredom
Very good teacher,"Any further, constructive comment:",Q4,satisfaction
Approachable,What did you like best about your instructor's teaching?,Q2,joy
"Honestly, I liked it all.",What did you like least about your instructor's teaching?,Q3,satisfaction
Everything was fine—I have no negatives.,What did you like least about your instructor's teaching?,Q3,satisfaction
i hope it'll be replaced with someone who takes the subject seriously.,What changes would you recommend to improve this course?,Q1,disappointment
Nothing I'm satisfied,What changes would you recommend to improve this course?,Q1,satisfaction
she does explain well and very approachable when it comes to asking questions,What did you like best about your instructor's teaching?,Q2,joy
"I know the teacher was trying to maximize time, though it sometimes felt too compressed.","Any further, constructive comment:",Q4,acceptance
I liked how everything was boringly stable.,What did you like best about your instructor's teaching?,Q2,boredom
The lectures are too flat and repetitive.,"Any further, constructive comment:",Q4,boredom
To find a strategy to gain student's attention,What changes would you recommend to improve this course?,Q1,acceptance
Improvement on teaching and mastery of subjects,"Any further, constructive comment:",Q4,disappointment
They should let the student choose their own group.,What changes would you recommend to improve this course?,Q1,acceptance
advance heads up to students when the class schedule is cancelled,What changes would you recommend to improve this course?,Q1,disappointment
Invest more on student interaction,What changes would you recommend to improve this course?,Q1,disappointment
I liked how repetitive everything was—it was easy to tune out.,What did you like best about your instructor's teaching?,Q2,boredom
I understood the lessons well and improved my logic because of him and sir [PROFESSOR].,"Any further, constructive comment:",Q4,satisfaction
I had fun collaborating with my classmates.,What changes would you recommend to improve this course?,Q1,joy
give time to teach the students,What changes would you recommend to improve this course?,Q1,acceptance
No negatives—the instructor explained well.,What did you like least about your instructor's teaching?,Q3,satisfaction
"Please stop your sarcasm and backhanded comments to students, your favoritism and making us feel like we don't have a brain. :))","Any further, constructive comment:",Q4,disappointment
Sometimes the classes feel lifeless.,"Any further, constructive comment:",Q4,boredom
Nothing at all. It felt like we had no instructor.,What did you like best about your instructor's teaching?,Q2,disappointment
"Too many examples were given sometimes, but they helped with exams.",What did you like least about your instructor's teaching?,Q3,acceptance
some of the topic or lesson are not intimately providing informations —she's just reading the ppt and later on it will be part of the quiz!,What did you like least about your instructor's teaching?,Q3,disappointment
The learning environment is very positive and joyful.,What changes would you recommend to improve this course?,Q1,joy
none. Everything is perfect the way it is.,What changes would you recommend to improve this course?,Q1,satisfaction
Nothing. All perfect,What changes would you recommend to improve this course?,Q1,satisfaction
The professor needs to up their voice more and be clearly heard,What changes would you recommend to improve this course?,Q1,acceptance
sometimes instructions are not clear,What did you like least about your instructor's teaching?,Q3,disappointment
i still get sleepy in his class T________T,What did you like least about your instructor's teaching?,Q3,boredom
No I think the current one is already best to improve this course,What changes would you recommend to improve this course?,Q1,satisfaction
"Sometimes the content feels overwhelming, making me zone out.","Any further, constructive comment:",Q4,boredom
"He's always busy, Have no time for us🤧",What did you like least about your instructor's teaching?,Q3,disappointment
didnt actually learn that much cause he likes to give out ready-made codes for us to just retype on our laptops. barely teach us also cause i dont kno...,"Any further, constructive comment:",Q4,disappointment
The course is already enjoyable; nothing needs improvement.,What changes would you recommend to improve this course?,Q1,joy
"What I liked least in our instructor's teaching is that she can be unpredictable at times, especially with the punishments given to those who are not ...",What did you like least about your instructor's teaching?,Q3,acceptance
Sometimes I felt more like reading notes than learning.,What did you like least about your instructor's teaching?,Q3,boredom
None It this course for me gives already,What changes would you recommend to improve this course?,Q1,satisfaction
Sitting through long lectures makes it hard to focus.,"Any further, constructive comment:",Q4,boredom
interactivity,What changes would you recommend to improve this course?,Q1,disappointment
relies on the ppt,"Any further, constructive comment:",Q4,disappointment
Hope to be under your class again in the next school year :3,"Any further, constructive comment:",Q4,joy
I felt discouraged when the instructor seemed uninterested in our progress.,"Any further, constructive comment:",Q4,disappointment
More hands on like coding or something.,"Any further, constructive comment:",Q4,disappointment
Keep up the good work,"Any further, constructive comment:",Q4,satisfaction
Sometimes explanations feel long and drag the pace.,What changes would you recommend to improve this course?,Q1,boredom
No negatives — the teaching style boosted my interest in the field.,What did you like least about your instructor's teaching?,Q3,joy
"none, [PROFESSOR] is very well in this sub",What changes would you recommend to improve this course?,Q1,satisfaction
I liked the uneventful pace of the lessons.,What did you like best about your instructor's teaching?,Q2,boredom
"The Best ka talaga Sir hehe, Happy New year po <3","Any further, constructive comment:",Q4,joy
The class atmosphere felt heavy and slow.,What did you like least about your instructor's teaching?,Q3,boredom
Everything was explained well—I have no complaints.,What did you like least about your instructor's teaching?,Q3,satisfaction
"I occasionally felt lost in discussions, but clarification was always given.",What did you like least about your instructor's teaching?,Q3,acceptance
it would be better to include hands-on activities and explain the lessons throughly,"Any further, constructive comment:",Q4,acceptance
Speed,What did you like best about your instructor's teaching?,Q2,acceptance
The subject was enjoyable because of the way you handled it.,"Any further, constructive comment:",Q4,joy
do not set a goal if you cannot squeeze it into the lesson,What changes would you recommend to improve this course?,Q1,disappointment
"Giving students the ability to learn new things, especially the group presentation and their own programming assigned language.",What did you like best about your instructor's teaching?,Q2,satisfaction
Some explanations feel long and repetitive.,What changes would you recommend to improve this course?,Q1,boredom
"The class was boring, but that meant less stress.",What did you like best about your instructor's teaching?,Q2,boredom
"I feel satisfied with how much I learned this semester, thank you for the guidance.","Any further, constructive comment:",Q4,satisfaction
I hope that he would Give fewer lectures to learn on,What changes would you recommend to improve this course?,Q1,disappointment
The energy in the lectures could be better.,"Any further, constructive comment:",Q4,boredom
Just explain a little slower,"Any further, constructive comment:",Q4,acceptance
None. The lectures felt lifeless.,What did you like best about your instructor's teaching?,Q2,disappointment
incorporate group/individual activities,What changes would you recommend to improve this course?,Q1,disappointment
On of my fav teacher,"Any further, constructive comment:",Q4,joy
He's very attentive and always interact with students,What did you like best about your instructor's teaching?,Q2,joy
No comment goated prof,"Any further, constructive comment:",Q4,satisfaction
I felt supported and guided throughout the semester.,"Any further, constructive comment:",Q4,joy
Fast-paced teaching,What did you like least about your instructor's teaching?,Q3,boredom
The way of teaching,What did you like best about your instructor's teaching?,Q2,satisfaction
"I appreciate that they showed up sometimes, but the lessons weren’t meaningful.",What did you like best about your instructor's teaching?,Q2,disappointment
Higher web knowledge,What changes would you recommend to improve this course?,Q1,acceptance
"Nothing stood out, everything felt repetitive and shallow.",What did you like best about your instructor's teaching?,Q2,disappointment
"Hope she interacts with the students more, like making fun activities if the students really did understand anything because sometimes students lie ab...","Any further, constructive comment:",Q4,acceptance
Explore more topics,What changes would you recommend to improve this course?,Q1,disappointment
[PROFESSOR] teach is an excellent prof..since I was first year and she was our prof for HCI 1 and 2...I can say that she was an excellent prof...,"Any further, constructive comment:",Q4,satisfaction
"I respect the teaching approach, even if it sometimes felt overwhelming.","Any further, constructive comment:",Q4,acceptance
Their professionalism and skills,What did you like best about your instructor's teaching?,Q2,satisfaction
The energy you bring to class motivates me to work harder.,"Any further, constructive comment:",Q4,joy
"My overall experience was good. However, I suggest that instructors should give us easy to hard hands-on activites, so that the students would not be ...","Any further, constructive comment:",Q4,acceptance
"Approachable, chill and good teaching",What did you like best about your instructor's teaching?,Q2,satisfaction
"More approachable way of teaching, and a much clearer and simpler teaching",What changes would you recommend to improve this course?,Q1,acceptance
The lack of energy in lectures makes it hard to enjoy the class.,"Any further, constructive comment:",Q4,boredom
His presence is not that pressuring letting students breath and be honest with their opinions about subject matters,What did you like best about your instructor's teaching?,Q2,acceptance
The way he let us learn from our mistakes,What did you like best about your instructor's teaching?,Q2,satisfaction
I liked that I never felt surprised in class.,What did you like best about your instructor's teaching?,Q2,boredom
late updates,What did you like least about your instructor's teaching?,Q3,disappointment
The only thing was I wanted more sessions with the same instructor.,What did you like least about your instructor's teaching?,Q3,satisfaction
Sometimes the instructor is too fast when explaining,What did you like least about your instructor's teaching?,Q3,disappointment
"I enjoyed everything, so I don’t really have a least liked part.",What did you like least about your instructor's teaching?,Q3,satisfaction
"Her ways of teaching, she gives us example for every problem that she shows.",What did you like best about your instructor's teaching?,Q2,joy
"Sometimes I feel overwhelmed with the length of the lectures, making me less engaged.","Any further, constructive comment:",Q4,boredom
"The best part was that it felt like a long, calm break.",What did you like best about your instructor's teaching?,Q2,boredom
He doesn't have like games or some engaging activities for us to enjoy the subject.,What did you like least about your instructor's teaching?,Q3,boredom
"I understand that discipline is part of the method, though a balance with flexibility would help.","Any further, constructive comment:",Q4,acceptance
Explain practical application,What changes would you recommend to improve this course?,Q1,acceptance
When he will just explain the whole 52 pages of the ppt presentation that tend to make us feel sleepy/bored in his class.,What did you like least about your instructor's teaching?,Q3,boredom
"Straightforward comments could be intimidating, but effective.",What did you like least about your instructor's teaching?,Q3,acceptance
"My overall experience was good. I suggest that instructors should discuss better topics, and more engaging activities.","Any further, constructive comment:",Q4,acceptance
"LAHAT NG ABSENCES, HINDI NAGTUTURO NANG MAAYOS",What did you like least about your instructor's teaching?,Q3,disappointment
Very attentive and very patient with students,What did you like best about your instructor's teaching?,Q2,joy
Keeping an eye for us for safety purposes,What did you like best about your instructor's teaching?,Q2,acceptance
Improve interaction between prof and student,What changes would you recommend to improve this course?,Q1,acceptance
The least was that I wanted more advanced topics sooner because I got excited.,What did you like least about your instructor's teaching?,Q3,joy
"If I had to say something, maybe the lessons ended too quickly because I enjoyed them.",What did you like least about your instructor's teaching?,Q3,satisfaction
The only downside: I wanted more hands-on examples because they were engaging.,What did you like least about your instructor's teaching?,Q3,joy
This summer class is bit draining since it's my first. and it's like it doesn't have rest even alternate schedule.,"Any further, constructive comment:",Q4,disappointment
Fast paced,What did you like least about your instructor's teaching?,Q3,boredom
Nothing at all. The class felt empty.,What did you like best about your instructor's teaching?,Q2,disappointment
Could have been at least 1 more meeting.,What changes would you recommend to improve this course?,Q1,acceptance
"Thank you for inspiring us to enjoy learning, even with hard topics.","Any further, constructive comment:",Q4,joy
I hope that [PROFESSOR] could be more approachable in his interactions with students. While I fully understand and respect the importance of maintaini...,"Any further, constructive comment:",Q4,acceptance
approachable,What did you like best about your instructor's teaching?,Q2,satisfaction
I believe he should teach her students properly not just give instant projects without even teaching it,What changes would you recommend to improve this course?,Q1,disappointment
Amazingly...,"Any further, constructive comment:",Q4,joy
i have no major changes because the prof executed his job well the only problem was the time and the scheduling that's why. so if there is one thing i...,What changes would you recommend to improve this course?,Q1,acceptance
"Requirements felt demanding, but they improved my skills.",What did you like least about your instructor's teaching?,Q3,acceptance
He is good at explaining,What did you like best about your instructor's teaching?,Q2,satisfaction
The lessons felt repetitive without adding real understanding.,"Any further, constructive comment:",Q4,disappointment
The provided materials/samples,What did you like best about your instructor's teaching?,Q2,acceptance
The tone of voice made it harder to stay awake.,What did you like least about your instructor's teaching?,Q3,boredom
Sometimes it feels like the professor is just reading to us.,"Any further, constructive comment:",Q4,boredom
coverage of the exam should be the same as the lessons,What changes would you recommend to improve this course?,Q1,disappointment
"Requirements piled up, but I finished them.",What did you like least about your instructor's teaching?,Q3,acceptance
Nothing. The instructor failed to explain lessons.,What did you like best about your instructor's teaching?,Q2,disappointment
The class is enjoyable; the pace is just right.,What changes would you recommend to improve this course?,Q1,joy
Less discussion,What did you like least about your instructor's teaching?,Q3,disappointment
No negatives — I left each class feeling excited to study more.,What did you like least about your instructor's teaching?,Q3,joy
None. The instructor wasn’t effective in explaining.,What did you like best about your instructor's teaching?,Q2,disappointment
"nothing, he does good in explaining ",What changes would you recommend to improve this course?,Q1,satisfaction
"Honestly, there was nothing I disliked at all.",What did you like least about your instructor's teaching?,Q3,satisfaction
Don't really rely the topics in wadwhani,What changes would you recommend to improve this course?,Q1,disappointment
"I liked how quiet the lessons were, though dull.",What did you like best about your instructor's teaching?,Q2,boredom
"The workload was heavy, but worth it.",What did you like least about your instructor's teaching?,Q3,acceptance
The only issue: I wanted weekend workshops because I enjoyed them.,What did you like least about your instructor's teaching?,Q3,joy
Could include mini-projects to engage students more.,What changes would you recommend to improve this course?,Q1,boredom
I liked that I could leave class early sometimes.,What did you like best about your instructor's teaching?,Q2,disappointment
Teach the student themselves not relying only in reporting,What changes would you recommend to improve this course?,Q1,disappointment
more hands on teaching on the spot learning,What changes would you recommend to improve this course?,Q1,acceptance
Sometimes I feel the lectures are too repetitive.,What changes would you recommend to improve this course?,Q1,boredom
Deep and wide range of topics,What did you like best about your instructor's teaching?,Q2,satisfaction
The lack of activities made the class monotonous.,What did you like least about your instructor's teaching?,Q3,boredom
"I liked that we had slides, but it was just reading and not teaching.",What did you like best about your instructor's teaching?,Q2,disappointment
Include f2f fun group activities,What changes would you recommend to improve this course?,Q1,boredom
"The course felt unorganized, and it left me more confused than knowledgeable.","Any further, constructive comment:",Q4,disappointment
There wasn’t a least liked part for me.,What did you like least about your instructor's teaching?,Q3,satisfaction
He is so responsible,What did you like best about your instructor's teaching?,Q2,satisfaction
"Some explanations weren’t in-depth, but it encouraged me to study independently.",What did you like least about your instructor's teaching?,Q3,acceptance
"I liked that the lessons were predictable, though very boring.",What did you like best about your instructor's teaching?,Q2,boredom
"nothing much, the subjects hard so yeah brain capacity matters.",What changes would you recommend to improve this course?,Q1,satisfaction
chill prof,What did you like best about your instructor's teaching?,Q2,acceptance
The best part was how unexciting every day felt.,What did you like best about your instructor's teaching?,Q2,boredom
No complaints — the instructor made complex topics approachable and fun.,What did you like least about your instructor's teaching?,Q3,joy
Fast and sometimes not understandable,What did you like least about your instructor's teaching?,Q3,boredom
given examples,What did you like best about your instructor's teaching?,Q2,satisfaction
"Attendance was monitored strictly, but it helped build discipline.",What did you like least about your instructor's teaching?,Q3,acceptance
The boring delivery made it easier to not feel stressed.,What did you like best about your instructor's teaching?,Q2,boredom
NONE THIS PERFECT,What changes would you recommend to improve this course?,Q1,satisfaction
Sitting through hours of slides is tough to manage.,"Any further, constructive comment:",Q4,boredom
I liked the boring rhythm of the class.,What did you like best about your instructor's teaching?,Q2,boredom
The lessons were informative but not stimulating.,What did you like least about your instructor's teaching?,Q3,boredom
The classes could use more creative ways to explain.,"Any further, constructive comment:",Q4,boredom
"he is always attentive and supportive, making sure students understand the lessons thoroughly. His dedication to teaching and consistency in attending...","Any further, constructive comment:",Q4,satisfaction
"I appreciate the intent behind fast pacing, though not everyone can keep up.","Any further, constructive comment:",Q4,acceptance
I would recommend to have more assignments so that we can also learn on our own while doing a task.,What changes would you recommend to improve this course?,Q1,acceptance
The least I liked was the quick end to each lively session.,What did you like least about your instructor's teaching?,Q3,joy
Sometimes it’s hard to stay awake during long explanations.,What changes would you recommend to improve this course?,Q1,boredom
